Feature,TrainMean,DayMean,MeanΔ%,KS_D,KS_p
Pkt Len Std,0.005986393767963834,106.26928,1775079.9471976033,0.7233419622045812,0.0
Pkt Len Var,9.072293752063292e-05,38108.79,42005219364.63588,0.7233419622045812,0.0
FIN Flag Cnt,0.005660784661309354,0.006049733,6.870927557792382,0.00038894844165360265,0.9991700362062655
SYN Flag Cnt,0.05431037504069794,0.05035454,-7.283754930513871,0.003955834176889161,1.0116436868561435e-12
RST Flag Cnt,0.18901529023406966,0.06420086,-66.03403681099782,0.12481443026039285,0.0
PSH Flag Cnt,0.38470621041633546,0.34839374,-9.439013738000604,0.036312461740279245,0.0
ACK Flag Cnt,0.28261561896673715,0.28234264,-0.09658929009981923,0.0002729888287056337,0.9999998886049675
URG Flag Cnt,0.04114918276510293,0.050187886,21.965692072423163,0.009038704315915913,1.2841244851224805e-64
CWE Flag Count,0.0,0.0,0.0,0.0,1.0
ECE Flag Cnt,0.1890164076813325,0.06419885,-66.03530189084131,0.12481755558455676,0.0
Down/Up Ratio,0.0016247529259047126,0.5861525,35976.385821152406,0.5602176325850385,0.0
Pkt Size Avg,0.006040717672626969,92.74597,1535246.6484204668,0.7357239414595684,0.0
Fwd Seg Size Avg,0.0036097074997569205,43.220264,1197233.9242967938,0.7354785622104797,0.0
Bwd Seg Size Avg,0.004130484708043108,120.219376,2910438.471958729,0.65599225524213,0.0
Fwd Byts/b Avg,0.0,0.0,0.0,0.0,1.0
Fwd Pkts/b Avg,0.0,0.0,0.0,0.0,1.0
Fwd Blk Rate Avg,0.0,0.0,0.0,0.0,1.0
Bwd Byts/b Avg,0.0,0.0,0.0,0.0,1.0
Bwd Pkts/b Avg,0.0,0.0,0.0,0.0,1.0
Bwd Blk Rate Avg,0.0,0.0,0.0,0.0,1.0
Subflow Fwd Pkts,0.00038535047717287236,5.1772594,1343416.180130759,0.9999998984138851,0.0
Subflow Fwd Byts,4.984634200150011e-05,431.6991,866042259.2248828,0.7354872151574703,0.0
Subflow Bwd Pkts,0.00026096698309919776,6.6376123,2543358.4982447517,0.7631085737472179,0.0
Subflow Bwd Byts,0.00013365791319191786,5161.735,3861870941.754342,0.6559923568282446,0.0
Init Fwd Win Byts,0.1067403660279143,4572.55,4283705.585465811,0.6284423794546004,0.0
Init Bwd Win Byts,0.1558649735920948,5883.222,3774463.3253182056,0.5737407850999471,0.0
Fwd Act Data Pkts,0.0013795760859565728,1.8913317,136995.03389997547,0.43478255075903516,0.0
Fwd Seg Size Min,0.2961958727813722,15.761826,5221.419694778577,0.9813618826656976,0.0
Active Mean,0.0019780234147701303,83886.72,4240934345.6827464,0.12046046521745557,0.0
Active Std,0.0015138822201730376,39818.688,2630234978.2017193,0.08995693766315516,0.0
Active Max,0.002985260529835147,149249.97,4999560818.143172,0.12046046521745557,0.0
Active Min,0.0013057589357679089,61189.086,4686089912.519499,0.12046046521745557,0.0
Idle Mean,1.2773395828510697e-05,3853128.8,30162903997287.86,0.13502771372092714,0.0
Idle Std,1.0006571404083346e-06,182334.72,18203306440232.527,0.1038109467814462,0.0
Idle Max,4.75120450938938e-06,3998956.8,84149508761547.03,0.13502771372092714,0.0
Idle Min,0.00032355773801487223,3683915.2,1138561508886.5603,0.13502771372092714,0.0
