Feature,TrainMean,DayMean,MeanΔ%,KS_D,KS_p
Bwd IAT Min,0.0030927852853289963,175536.44,5675672943.840087,0.4354549971567758,0.0
Fwd PSH Flags,0.05431037504069794,0.041862108,-22.920605848892333,0.012448268805519858,1.1384635495158697e-95
Bwd PSH Flags,0.0,0.0,0.0,0.0,1.0
Fwd URG Flags,0.0,0.0,0.0,0.0,1.0
Bwd URG Flags,0.0,0.0,0.0,0.0,1.0
Fwd Header Len,0.0002884301966453826,148.91025,51627549.6910336,0.9827855778715188,0.0
Bwd Header Len,0.0002726876820553745,181.42227,66530813.70058199,0.7700397699846796,0.0
Fwd Pkts/s,0.004932796338310543,23106.787,468431613.7847375,0.9796057351071566,0.0
Bwd Pkts/s,0.00162619368444566,3254.1606,200108821.49985927,0.763960106905337,0.0
Pkt Len Min,0.008896369020156534,11.1465845,125193.62522633807,0.26861659371239277,0.0
Pkt Len Max,0.006606493496035903,462.21176,6996224.022565227,0.7486946802461003,0.0
Pkt Len Mean,0.005250380559282624,91.32603,1739316.9525839577,0.7486943754877557,0.0
Pkt Len Std,0.005986393767963834,136.68839,2283217.260369345,0.7362280135294027,0.0
Pkt Len Var,9.072293752063292e-05,46949.133,51749443426.76885,0.7362280135294027,0.0
FIN Flag Cnt,0.005660784661309354,0.0050814287,-10.234550739135633,0.0005793558800127885,0.9713595551723404
SYN Flag Cnt,0.05431037504069794,0.041862108,-22.920605848892333,0.012448268805519858,1.1384635495158697e-95
RST Flag Cnt,0.18901529023406966,0.17608318,-6.841834235487993,0.012932109055031171,3.223577688949862e-103
PSH Flag Cnt,0.38470621041633546,0.44114384,14.670319443832202,0.05643762261268925,0.0
ACK Flag Cnt,0.28261561896673715,0.2726159,-3.538272014652998,0.009999719367585036,6.924035644318199e-62
URG Flag Cnt,0.04114918276510293,0.041751925,1.464773008715011,0.0006027427737331781,0.9591433656749495
CWE Flag Count,0.0,0.0,0.0,0.0,1.0
ECE Flag Cnt,0.1890164076813325,0.17608449,-6.841691227368485,0.012931914827337576,3.246578206530155e-103
Down/Up Ratio,0.0016247529259047126,0.46752554,28675.160061364164,0.4415214938303682,0.0
Pkt Size Avg,0.006040717672626969,103.12612,1707082.9878339444,0.7486945786599855,0.0
Fwd Seg Size Avg,0.0036097074997569205,55.287975,1531546.5392150758,0.7481081494238004,0.0
Bwd Seg Size Avg,0.004130484708043108,134.64487,3259682.903549854,0.6827947171728608,0.0
Fwd Byts/b Avg,0.0,0.0,0.0,0.0,1.0
Fwd Pkts/b Avg,0.0,0.0,0.0,0.0,1.0
Fwd Blk Rate Avg,0.0,0.0,0.0,0.0,1.0
Bwd Byts/b Avg,0.0,0.0,0.0,0.0,1.0
Bwd Pkts/b Avg,0.0,0.0,0.0,0.0,1.0
Bwd Blk Rate Avg,0.0,0.0,0.0,0.0,1.0
Subflow Fwd Pkts,0.00038535047717287236,7.1342607,1851264.5536770485,0.9999998984138851,0.0
Subflow Fwd Byts,4.984634200150011e-05,479.48196,961900665.1358794,0.7481281382510276,0.0
Subflow Bwd Pkts,0.00026096698309919776,8.845288,3389315.120057137,0.7713893819287543,0.0
Subflow Bwd Byts,0.00013365791319191786,7224.545,5405209885.137645,0.6827949203450905,0.0
Init Fwd Win Byts,0.1067403660279143,7639.616,7157094.999095907,0.7118486222166258,0.0
Init Bwd Win Byts,0.1558649735920948,15400.246,9880404.670182696,0.4868976788599971,0.0
Fwd Act Data Pkts,0.0013795760859565728,2.619563,189781.60432556126,0.5270938563143657,0.0
Fwd Seg Size Min,0.2961958727813722,16.5048,5472.258852495458,0.9827855778715188,0.0
Active Mean,0.0019780234147701303,169111.64,8549522310.452844,0.09958105101890913,0.0
Active Std,0.0015138822201730376,84323.55,5570016513.6568165,0.07569453323477959,0.0
Active Max,0.002985260529835147,262038.84,8777751568.694548,0.09958105101890913,0.0
Active Min,0.0013057589357679089,114229.89,8748153943.937881,0.09958105101890913,0.0
Idle Mean,1.2773395828510697e-05,6566468.0,51403354711553.34,0.15231038426829524,0.0
Idle Std,1.0006571404083346e-06,145898.2,14565682930640.58,0.08741102601459938,0.0
Idle Max,4.75120450938938e-06,6679698.5,140559996666758.28,0.15231038426829524,0.0
Idle Min,0.00032355773801487223,6423526.5,1985273690671.0234,0.15231038426829524,0.0
