Feature,TrainMean,DayMean,MeanΔ%,KS_D,KS_p
Fwd Header Len,0.0002884301966453826,107.28541,37196087.26018867,0.9750500972537883,0.0
Bwd Header Len,0.0002726876820553745,123.93517,45449227.820103884,0.8412179619134841,0.0
Fwd Pkts/s,0.004932796338310543,53466.953,1083907254.3474045,0.9757921303238868,0.0
Bwd Pkts/s,0.00162619368444566,26598.242,1635612317.2529721,0.8312989056471589,0.0
Pkt Len Min,0.008896369020156534,17.510199,196724.08167001526,0.35671765313795756,0.0
Pkt Len Max,0.006606493496035903,363.34222,5499673.356961247,0.7396579172040144,0.0
Pkt Len Mean,0.005250380559282624,79.34958,1511210.7107069688,0.7396579172040144,0.0
Pkt Len Std,0.005986393767963834,108.359764,1810000.5413142466,0.7260297837625747,0.0
Pkt Len Var,9.072293752063292e-05,39479.61,43516199101.585945,0.7260297837625747,0.0
FIN Flag Cnt,0.005660784661309354,0.0062931394,11.170794956297895,0.0006323546405638814,0.9999854638601117
SYN Flag Cnt,0.05431037504069794,0.06558644,20.76226689358757,0.011276067403123813,4.253433290315755e-26
RST Flag Cnt,0.18901529023406966,0.20710646,9.57127109048138,0.018091168005615832,1.6571391357042125e-66
PSH Flag Cnt,0.38470621041633546,0.39636275,3.02998520951497,0.011656539912394903,7.364180573341019e-28
ACK Flag Cnt,0.28261561896673715,0.21891135,-22.540958352134936,0.06370427325157524,0.0
URG Flag Cnt,0.04114918276510293,0.051790267,25.859770450663397,0.010641085134425299,2.7451350759941346e-23
CWE Flag Count,0.0,0.00040749967,40749966.86540544,0.00040749967442033075,0.9999999999998134
ECE Flag Cnt,0.1890164076813325,0.20710646,9.570623315413494,0.018090050558353,1.6885829466532672e-66
Down/Up Ratio,0.0016247529259047126,0.593706,36441.28808715216,0.5736460122533302,0.0
Pkt Size Avg,0.006040717672626969,93.01166,1539644.9005085866,0.7396579172040144,0.0
Fwd Seg Size Avg,0.0036097074997569205,50.111332,1388137.6359218976,0.7389590228354492,0.0
Bwd Seg Size Avg,0.004130484708043108,114.05477,2761192.0001695235,0.656675222759487,0.0
Fwd Byts/b Avg,0.0,0.0,0.0,0.0,1.0
Fwd Pkts/b Avg,0.0,0.0,0.0,0.0,1.0
Fwd Blk Rate Avg,0.0,0.0,0.0,0.0,1.0
Bwd Byts/b Avg,0.0,0.0,0.0,0.0,1.0
Bwd Pkts/b Avg,0.0,0.0,0.0,0.0,1.0
Bwd Blk Rate Avg,0.0,0.0,0.0,0.0,1.0
Subflow Fwd Pkts,0.00038535047717287236,5.783647,1500775.7988488744,0.9999998984138851,0.0
Subflow Fwd Byts,4.984634200150011e-05,390.2608,782911861.9094468,0.7390278646544276,0.0
Subflow Bwd Pkts,0.00026096698309919776,6.0971446,2336257.3310108446,0.8426462097016261,0.0
Subflow Bwd Byts,0.00013365791319191786,3844.9805,2876710758.205228,0.6566751211733721,0.0
Init Fwd Win Byts,0.1067403660279143,5080.254,4759349.538825768,0.6132828089750753,0.0
Init Bwd Win Byts,0.1558649735920948,9619.303,6171461.481051224,0.5069716052546452,0.0
Fwd Act Data Pkts,0.0013795760859565728,2.2059386,159799.62439267547,0.42814762334740386,0.0
Fwd Seg Size Min,0.2961958727813722,15.714045,5205.288143048773,0.9750500972537883,0.0
Active Mean,0.0019780234147701303,293067.2,14816156126.9725,0.14122174283829825,0.0
Active Std,0.0015138822201730376,138119.77,9123541516.98244,0.097239507035768,0.0
Active Max,0.002985260529835147,427553.3,14322139123.882723,0.14122174283829825,0.0
Active Min,0.0013057589357679089,199723.61,15295584019.568264,0.1412216412521834,0.0
Idle Mean,1.2773395828510697e-05,5955702.5,46622185345900.41,0.17529627746946908,0.0
Idle Std,1.0006571404083346e-06,288466.6,28798935495173.855,0.11848967789141163,0.0
Idle Max,4.75120450938938e-06,6239522.5,131297432332031.05,0.17529627746946908,0.0
Idle Min,0.00032355773801487223,5687254.5,1757719335465.7693,0.17529627746946908,0.0
